date,temperature
2023-01-01,23.232202558909872
2023-01-02,25.727840495586292
2023-01-03,24.041450641074658
2023-01-04,23.173247744953454
2023-01-05,21.354821990083572
2023-01-06,24.68841169599984
2023-01-07,21.563808168940387
2023-01-08,28.376595011731197
2023-01-09,29.45494140751544
2023-01-10,20.751622782386665
2023-01-11,26.87587557123997
2023-01-12,22.933423796293567
2023-01-13,23.520668416408984
2023-01-14,28.883949574389916
2023-01-15,16.065540872968306
2023-01-16,16.30693949552311
2023-01-17,15.303275961604886
2023-01-18,27.48929768321907
2023-01-19,26.67235126424776
2023-01-20,28.050182223702286
2023-01-21,29.67927513349146
2023-01-22,26.987378463250856
2023-01-23,21.92219043379398
2023-01-24,26.707937644296834
2023-01-25,16.774116388034
2023-01-26,24.59881531991286
2023-01-27,17.150299311135697
2023-01-28,29.17003375574376
2023-01-29,22.827724826251075
2023-01-30,21.219929099857854
2023-01-31,18.968334181569404
2023-02-01,26.61350534151325
2023-02-02,21.84225498324823
2023-02-03,23.526509233029728
2023-02-04,15.281847006545327
2023-02-05,24.264532456138156
2023-02-06,24.181435840836322
2023-02-07,24.254009953121354
2023-02-08,29.156221177719363
2023-02-09,25.22730448655225
2023-02-10,20.39261850860679
2023-02-11,21.555479306990122
2023-02-12,25.464467938908975
2023-02-13,15.903382074439047
2023-02-14,25.001500731685013
2023-02-15,25.05956804427239
2023-02-16,18.155738416107614
2023-02-17,16.9338944648228
2023-02-18,19.731425263862757
2023-02-19,20.45566156413934
2023-02-20,23.552951556268194
2023-02-21,21.579022701934804
2023-02-22,29.825607570888394
2023-02-23,16.530672161220423
2023-02-24,18.13315134142252
2023-02-25,17.419642768274944
2023-02-26,24.796624881980975
2023-02-27,18.799374038096733
2023-02-28,21.994661592844594
2023-03-01,18.666383880024043
2023-03-02,17.384543754682795
2023-03-03,16.655627117464576
2023-03-04,24.844943841979102
2023-03-05,17.072744270229208
2023-03-06,17.948735425200802
2023-03-07,20.53087755991446
2023-03-08,27.314898447719024
2023-03-09,16.45651913689592
2023-03-10,27.56917361248206
2023-03-11,16.441476118409447
2023-03-12,29.646891975200937
2023-03-13,22.029768024715523
2023-03-14,29.651416322855056
2023-03-15,24.07268279617569
2023-03-16,26.088953690974527
2023-03-17,15.58781688381481
2023-03-18,19.242104438646145
2023-03-19,16.802948418197534
2023-03-20,19.442102962832173
2023-03-21,16.78091578431366
2023-03-22,19.76974769090964
2023-03-23,21.21394491772005
2023-03-24,15.962212445231765
2023-03-25,25.387081790550297
2023-03-26,23.49902181309863
2023-03-27,18.980842364091682
2023-03-28,22.848720802000493
2023-03-29,16.409107661376623
2023-03-30,23.639197433342687
2023-03-31,28.93944296364321
2023-04-01,19.778534286769855
2023-04-02,25.011155699455223
2023-04-03,16.976967936065883
2023-04-04,25.74490806177848
2023-04-05,19.341091394208014
2023-04-06,17.74787043010675
2023-04-07,23.797694022151248
2023-04-08,15.301613192812404
2023-04-09,27.434100438260444
2023-04-10,15.070432142888206
2023-04-11,25.167248051943453
2023-04-12,19.05011959788247
2023-04-13,26.027910331838925
2023-04-14,29.432828176761575
2023-04-15,18.73129715279937
2023-04-16,23.642360016267553
2023-04-17,23.880628969077584
2023-04-18,23.5837785868631
2023-04-19,18.346224489609273
2023-04-20,29.291235172754774
2023-04-21,21.70688067926441
2023-04-22,27.69613008706692
2023-04-23,25.492189129762565
2023-04-24,19.461554262827004
2023-04-25,27.206967295537158
2023-04-26,20.94758611270477
2023-04-27,28.216547956667423
2023-04-28,23.71909308953788
2023-04-29,28.226030427822792
2023-04-30,25.38797385116649
2023-05-01,25.87881419729461
2023-05-02,22.519865728900534
2023-05-03,29.34125452084836
2023-05-04,24.659852988444563
2023-05-05,21.357825728372696
2023-05-06,24.095898211918865
2023-05-07,15.287897974640003
2023-05-08,19.52362225011824
2023-05-09,24.902603062390277
2023-05-10,19.35116410815666
2023-05-11,24.270231434982623
2023-05-12,21.43153051418649
2023-05-13,17.032110963336752
2023-05-14,19.47423488934046
2023-05-15,23.549473660518974
2023-05-16,23.863091418722597
2023-05-17,23.614878732743684
2023-05-18,24.798012297857007
2023-05-19,24.781549050025333
2023-05-20,21.47127653150961
2023-05-21,28.448198937765945
2023-05-22,20.51342805071845
2023-05-23,21.537973878984403
2023-05-24,28.37885032523508
2023-05-25,27.092909835691287
2023-05-26,25.558328753105496
2023-05-27,16.503403309684515
2023-05-28,28.792239206170102
2023-05-29,25.71361949323667
2023-05-30,29.982705098517997
2023-05-31,17.241724569869906
2023-06-01,28.021890860523214
2023-06-02,17.43739402014562
2023-06-03,24.233393464257663
2023-06-04,16.857299742741624
2023-06-05,27.720123439833515
2023-06-06,27.109784380875162
2023-06-07,23.536511079218897
2023-06-08,21.107749458389996
2023-06-09,16.037504931827073
2023-06-10,25.461431597168456
2023-06-11,21.803140240171032
2023-06-12,25.83083399205522
2023-06-13,27.995734888929437
2023-06-14,29.632822575043285
2023-06-15,27.837050135889164
2023-06-16,15.17571126277503
2023-06-17,20.39967096717546
2023-06-18,25.94985843636087
2023-06-19,17.57444515892161
2023-06-20,22.81554909306194
2023-06-21,15.815069825088804
2023-06-22,17.999947873446
2023-06-23,15.27782691690921
2023-06-24,26.90546555036131
2023-06-25,18.3588703209057
2023-06-26,20.18027521045354
2023-06-27,28.921219401983862
2023-06-28,25.566216028852992
2023-06-29,15.477583942969618
